publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
new world order									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13826.9781400825998	Slaughter	/ebooks/ebooks2/pda/2011-12-01/1/13826.9781400825998		fulltext		Princeton University Press	monograph	2004							P
next catastrophe: reducing our vulnerabilities to natural, industrial, and terrorist disasters		9780691129976							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13826.9781400827596	Perrow	/ebooks/ebooks2/pda/2011-12-01/1/13826.9781400827596		fulltext		Princeton University Press	monograph	2007							P
nietzsche reader		9780631226536							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11379.9780631226536	Nietzsche	/ebooks/ebooks2/pda/2011-12-01/1/11379.9780631226536		fulltext		Blackwell Pub.	monograph	2006				Ansell-Pearson			P
nuclear reactor physics		9783527406791							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13570.9783527611058	Stacey	/ebooks/ebooks2/pda/2011-12-01/1/13570.9783527611058		fulltext		Wiley-VCH	monograph	2007			2nd ed., completely rev. and enlarged.				P
numerical methods in finance and economics: a matlab-based introduction		9780471745037							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13555.9780470080481	Brandimarte	/ebooks/ebooks2/pda/2011-12-01/1/13555.9780470080481		fulltext		Wiley Interscience	monograph	2006			2nd ed.				P
numerical methods in finance: a matlab-based introduction		9780471396864							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12921.9780471461692	Brandimarte	/ebooks/ebooks2/pda/2011-12-01/1/12921.9780471461692		fulltext		Wiley	monograph	2002							P
numerical solution of ordinary and partial differential equations	9780471735809								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13568.9780471742005	Sewell	/ebooks/ebooks2/pda/2011-12-01/1/13568.9780471742005		fulltext		John Wiley	monograph	2005			2nd ed.				P
official guide to the new toefl ibt		9780071481045							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12094.0071621199		/ebooks/ebooks2/pda/2011-12-01/1/12094.0071621199		fulltext		McGraw-Hill	monograph	2007							P
official guide to the toefl test		9780071624053							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13830.007162404X		/ebooks/ebooks2/pda/2011-12-01/1/13830.007162404X		fulltext		McGraw-Hill	monograph	2009			3rd ed.				P
on your own without a net: the transition to adulthood for vulnerable populations									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12688.9780226637853	Osgood	/ebooks/ebooks2/pda/2011-12-01/1/12688.9780226637853		fulltext		University of Chicago Press	monograph	2005							P
online matchmaking		9781403998491							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12619.9780230206182		/ebooks/ebooks2/pda/2011-12-01/1/12619.9780230206182		fulltext		Palgrave Macmillan	monograph	2007				Whitty			P
opportunities in overseas careers									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8747.0071454470	Camenson	/ebooks/ebooks2/pda/2011-12-01/1/8747.0071454470		fulltext		VGM Career Books	monograph	2005			Rev. ed.				P
oppositional defiant disorder and conduct disorder in childhood		9780470682319							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14380.9780470684375	Matthys	/ebooks/ebooks2/pda/2011-12-01/1/14380.9780470684375		fulltext		Wiley-Blackwell	monograph	2009							P
orthopaedic examination, evaluation, & intervention									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10674.0071501207	Dutton	/ebooks/ebooks2/pda/2011-12-01/1/10674.0071501207		fulltext		McGraw-Hill	monograph	2004							P
orthopaedic examination, evaluation, and intervention		9780071474016							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13233.0071601155	Dutton	/ebooks/ebooks2/pda/2011-12-01/1/13233.0071601155		fulltext		McGraw-Hill Medical	monograph	2008			2nd ed.				P
ozonation of water and waste water: a practical guide to understanding ozone and its application		9783527613359							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14908.9783527628933	Gottschalk	/ebooks/ebooks2/pda/2011-12-01/1/14908.9783527628933		fulltext		Wiley-VCH	monograph	2010			2nd completely rev. and updated ed.				P
paediatric handbook		9781405174008							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13562.9781444308068		/ebooks/ebooks2/pda/2011-12-01/1/13562.9781444308068		fulltext		Wiley-Blackwell	monograph	2009			8th ed. /				P
paleobotany: the biology and evolution of fossil plants		9780123739728							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13138.9780123739728	Taylor	/ebooks/ebooks2/pda/2011-12-01/1/13138.9780123739728		fulltext		Academic Press	monograph	2009			2nd ed.	Krings			P
parameter estimation and inverse problems		9780120656042							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10428.0120656043	Aster	/ebooks/ebooks2/pda/2011-12-01/1/10428.0120656043		fulltext		Elsevier Academic Press	monograph	2005		; v. 90					P
parenting skills homework planner		9780471481829							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471734840	Knapp	/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471734840		fulltext		Wiley	monograph	2005							P
participatory research in conservation and rural livelihoods: doing science together		9781405176798							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13564.9781444305326		/ebooks/ebooks2/pda/2011-12-01/1/13564.9781444305326		fulltext		Wiley	monograph	2008				Fortmann			P
patch clamping: an introductory guide to patch clamp electrophysiology									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470856512	Molleman	/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470856512		fulltext		J. Wiley	monograph	2003							P
paul wilmott introduces quantitative finance		9780470319581							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13558.9780470512869	Wilmott	/ebooks/ebooks2/pda/2011-12-01/1/13558.9780470512869		fulltext		J. Wiley & Sons Ltd.	monograph	2007			2nd ed.				P
perfect cover letter									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471481416	Beatty	/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471481416		fulltext		J. Wiley	monograph	2004			3rd ed.				P
perfect phrases for law school acceptance: hundreds of ready-to-use phrases to write a winning personal statement, ace the interview, and impress admissions officers		9780071598224							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12495.0071598235	Bodine	/ebooks/ebooks2/pda/2011-12-01/1/12495.0071598235		fulltext		McGraw-Hill	monograph	2008							P
periglacial environment		9780470865880							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470865903	French	/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470865903		fulltext		John Wiley and Sons	monograph	2007			3rd ed.				P
personal efficiency program: how to stop feeling overwhelmed and win back control of your work!		9780470371312							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12977.9780470423769	Gleeson	/ebooks/ebooks2/pda/2011-12-01/1/12977.9780470423769		fulltext		Wiley	monograph	2009			4th ed.				P
personnel selection: adding value through people		9780470986455							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13573.9780470742716	Cook	/ebooks/ebooks2/pda/2011-12-01/1/13573.9780470742716		fulltext		J. Wiley & Sons	monograph	2009			5th ed.				P
pharma-ecology: the occurrence and fate of pharmaceuticals and personal care products in the environment		9780470046302							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12668.9780470370247	Jjemba	/ebooks/ebooks2/pda/2011-12-01/1/12668.9780470370247		fulltext		Wiley	monograph	2008							P
pharmaceutical manufacturing handbook: production and processes		9780470259580							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11870.9780470259801		/ebooks/ebooks2/pda/2011-12-01/1/11870.9780470259801		fulltext		Wiley-Interscience	monograph	2008				Gad			P
pharmaceutical manufacturing handbook: regulations and quality		9780470259597							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11870.9780470259825		/ebooks/ebooks2/pda/2011-12-01/1/11870.9780470259825		fulltext		Wiley-Interscience	monograph	2008				Gad			P
pharmacology demystified									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9735.0071483446	Kamienski	/ebooks/ebooks2/pda/2011-12-01/1/9735.0071483446		fulltext		McGraw-Hill	monograph	2006							P
phase-lock basics		9780471654124							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13556.9780470178713	Egan	/ebooks/ebooks2/pda/2011-12-01/1/13556.9780470178713		fulltext		Wiley-Interscience ; IEEE	monograph	2008			2nd ed.				P
phase-locked loop synthesizer simulation	9780071453714								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8780.0071466894	Bianchi	/ebooks/ebooks2/pda/2011-12-01/1/8780.0071466894		fulltext		McGraw-Hill	monograph	2005							P
philosophies of nature after schelling									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11824.0826479022	Grant	/ebooks/ebooks2/pda/2011-12-01/1/11824.0826479022		fulltext		Continuum International Pub. Group	monograph	2006							P
philosophy of philosophy		9781405133968							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13558.9780470695913	Williamson	/ebooks/ebooks2/pda/2011-12-01/1/13558.9780470695913		fulltext		Blackwell Pub. Ltd.	monograph	2007		2					P
photochemical purification of water and air		9783527305636							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13563.9783527610891	Oppenländer	/ebooks/ebooks2/pda/2011-12-01/1/13563.9783527610891		fulltext		Wiley-VCH	monograph	2003							P
physics demystified	9780071382014								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/6603.0071382011	Gibilisco	/ebooks/ebooks2/pda/2011-12-01/1/6603.0071382011		fulltext		McGraw-Hill	monograph	2002							P
physics in biology and medicine		9780123694119							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11354.9780123694119	Davidovits	/ebooks/ebooks2/pda/2011-12-01/1/11354.9780123694119		fulltext		Elsevier/Academic Press	monograph	2008			3rd ed.				P
physics of solar cells: from principles to new concepts		9783527404285							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13563.9783527618552	Würfel	/ebooks/ebooks2/pda/2011-12-01/1/13563.9783527618552		fulltext		Wiley-VCH	monograph	2005							P
phytoremediation: transformation and control of contaminants	9780471394358								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471459323		/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471459323		fulltext		Wiley-Interscience	monograph	2003				McCutcheon			P
pinball: the making of a canadian hero		9780470839096							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13564.9780470157121	Lefko	/ebooks/ebooks2/pda/2011-12-01/1/13564.9780470157121		fulltext		John Wiley & Sons Canada	monograph	2006							P
planet water: investing in the world's most valuable resource		9780470277409							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13572.9780470473726	Hoffmann	/ebooks/ebooks2/pda/2011-12-01/1/13572.9780470473726		fulltext		Wiley	monograph	2009							P
plato's philosophers: the coherence of the dialogues		9780226993355							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14017.9780226993386	Zuckert	/ebooks/ebooks2/pda/2011-12-01/1/14017.9780226993386		fulltext		University of Chicago Press	monograph	2009							P
play between worlds: exploring online game culture									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262201636	Taylor	/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262201636		fulltext		MIT Press	monograph	2006							P
pocket guide for student midwives		9780470019788							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470030660	McKay-Moffat	/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470030660		fulltext		Wiley	monograph	2006							P
podcast academy: the business podcasting book: launching, marketing, and measuring your podcast		9780240809670							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11149.9780240809670		/ebooks/ebooks2/pda/2011-12-01/1/11149.9780240809670		fulltext		Focal Press, Elsevier	monograph	2008				Geoghegan			P
policy, finance & management for public-private partnership		9781405177917							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13562.9781444301434		/ebooks/ebooks2/pda/2011-12-01/1/13562.9781444301434		fulltext		Wiley-Blackwell	monograph	2009				Akintoye			P
polish verbs & essentials of grammar		9780071597463							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12405.0071642315	Swan	/ebooks/ebooks2/pda/2011-12-01/1/12405.0071642315		fulltext		McGraw-Hill	monograph	2009			1st ed.				P
ports in proximity: competition and coordination among adjacent seaports		9780754676881							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14283.9780754693857	Langen	/ebooks/ebooks2/pda/2011-12-01/1/14283.9780754693857		fulltext		Ashgate Pub.	monograph	2009				Notteboom			P
postmodern public administration		9780765617040							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10732.9780765617040	Miller	/ebooks/ebooks2/pda/2011-12-01/1/10732.9780765617040		fulltext		M.E. Sharpe	monograph	2007			Rev. ed.				P
power of feedback: 35 principles for turning feedback from others into personal and professional change		9780471998204							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470040355	Folkman	/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470040355		fulltext		Wiley	monograph	2006							P
practical financial modelling: a guide to current practice		9780750686471							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11838.9780750686471	Swan	/ebooks/ebooks2/pda/2011-12-01/1/11838.9780750686471		fulltext		CIMA Pub.	monograph	2008			2nd ed.				P
practical idl programming: creating effective data analysis and visualization applications		9781558607002							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13002.9781558607002	Gumley	/ebooks/ebooks2/pda/2011-12-01/1/13002.9781558607002		fulltext		Morgan Kaufmann	monograph	2002							P
prevention is primary: strategies for community well-being		9780787983185							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12995.9780787995638	Cohen	/ebooks/ebooks2/pda/2011-12-01/1/12995.9780787995638		fulltext		Prevention Institute ; Jossey-Bass ; Copublished by American Public Health Association	monograph	2007			1st ed.				P
principles and practice of clinical electrophysiology of vision		9780262083461							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262083461		/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262083461		fulltext		MIT Press	monograph	2006			2nd ed.	Heckenlively			P
principles and practice of pharmacology for anaesthetists		9781405157278							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12995.9781405194846	Calvey	/ebooks/ebooks2/pda/2011-12-01/1/12995.9781405194846		fulltext		Blackwell Pub.	monograph	2008			5th ed.				P
principles and practice of structural equation modeling									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12752.9781606232255	Kline	/ebooks/ebooks2/pda/2011-12-01/1/12752.9781606232255		fulltext		Guilford Press	monograph	2005			2nd ed.				P
principles of ad hoc networking		9780470032909							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13558.9780470512487	Barbeau	/ebooks/ebooks2/pda/2011-12-01/1/13558.9780470512487		fulltext		John Wiley & Sons Ltd.	monograph	2007							P
principles of artificial neural networks		9789812706249							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10950.9789812706249	Graupe	/ebooks/ebooks2/pda/2011-12-01/1/10950.9789812706249		fulltext		World Scientifi	monograph	2007		vol. 6	2nd ed.				P
principles of polymerization									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13561.9780471478744	Odian	/ebooks/ebooks2/pda/2011-12-01/1/13561.9780471478744		fulltext		Wiley-Interscience	monograph	2004			4th ed.				P
probability and random processes: with applications to signal processing and communications									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10428.0121726517	Miller	/ebooks/ebooks2/pda/2011-12-01/1/10428.0121726517		fulltext		Elsevier Academic Press	monograph	2004							P
probably not: future prediction using probability and statistical inference		9780470184011							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470282045	Dworsky	/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470282045		fulltext		Wiley-Interscience	monograph	2008							P
professional blackberry									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13568.9780471757634	Johnston	/ebooks/ebooks2/pda/2011-12-01/1/13568.9780471757634		fulltext		Wiley Pub.	monograph	2005							P
programming 16-bit pic microcontrollers in c: learning to fly the pic24		9780750682923							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15327.9780080475462	Di Jasio	/ebooks/ebooks2/pda/2011-12-01/1/15327.9780080475462		fulltext		Newnes	monograph	2007							P
programming and customizing the avr microcontroller	9780071346665								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/6217.007134666X	Gadre	/ebooks/ebooks2/pda/2011-12-01/1/6217.007134666X		fulltext		McGraw-Hill	monograph	2001							P
project management: a systems approach to planning, scheduling, and controlling		9780470278703							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13558.9780470502181	Kerzner	/ebooks/ebooks2/pda/2011-12-01/1/13558.9780470502181		fulltext		John Wiley & Sons	monograph	2009			10th ed.				P
promoting conflict or peace through identity		9780754672449							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12431.9780754689775		/ebooks/ebooks2/pda/2011-12-01/1/12431.9780754689775		fulltext		Ashgate	monograph	2008				Slocum-Bradley			P
protecting the self: defense mechanisms in action		9781593855284							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10549.1593855281	Cramer	/ebooks/ebooks2/pda/2011-12-01/1/10549.1593855281		fulltext		Guilford Press	monograph	2006							P
protective effects of tea on human health		9781845931124							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10232.9781845931124		/ebooks/ebooks2/pda/2011-12-01/1/10232.9781845931124		fulltext		CABI	monograph	2006				Jain			P
qualitative research for allied health professionals: challenging choices		9780470019634							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470033760		/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470033760		fulltext		J. Wiley & Sons	monograph	2006				Finlay			P
quantitative remote sensing of land surfaces									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12921.9780471723714	Liang	/ebooks/ebooks2/pda/2011-12-01/1/12921.9780471723714		fulltext		Wiley-Interscience	monograph	2004							P
radar signals									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9292.0471663077	Levanon	/ebooks/ebooks2/pda/2011-12-01/1/9292.0471663077		fulltext		J. Wiley	monograph	2004							P
rare earth: why complex life is uncommon in the universe									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9414.0-387-21848-3_Book_1	Ward	/ebooks/ebooks2/pda/2011-12-01/1/9414.0-387-21848-3_Book_1		fulltext		Copernicus	monograph	2003							P
rawls's law of peoples: a realistic utopia									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10261.9781405135306		/ebooks/ebooks2/pda/2011-12-01/1/10261.9781405135306		fulltext		Blackwell	monograph	2006				Martin			P
real-time systems design and analysis									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13561.9780471648284	Laplante	/ebooks/ebooks2/pda/2011-12-01/1/13561.9780471648284		fulltext		Wiley	monograph	2004			3rd ed.				P
reclaiming development: an alternative manual for economic policy		9781842772003							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11980.9781848131101	Chang	/ebooks/ebooks2/pda/2011-12-01/1/11980.9781848131101		fulltext		Zed Books	monograph	2004							P
reflections from a different journey: what adults with disabilities wish all parents knew									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/7982.0071442766		/ebooks/ebooks2/pda/2011-12-01/1/7982.0071442766		fulltext		McGraw-Hill	monograph	2004				Klein			P
relativistic quantum chemistry: the fundamental theory of molecular science		9783527312924							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13728.9783527627493	Reiher	/ebooks/ebooks2/pda/2011-12-01/1/13728.9783527627493		fulltext		Wiley-VCH	monograph	2009							P
reliability of computer systems and networks: fault tolerance, analysis, and design		9780471293422							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471464068	Shooman	/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471464068		fulltext		Wiley	monograph	2002							P
religions of the book: christian perceptions, 1400-1660		9780230020047							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12975.9780230582576		/ebooks/ebooks2/pda/2011-12-01/1/12975.9780230582576		fulltext		Palgrave Macmillan	monograph	2008				Dimmock			P
reproducing empire: race, sex, science, and u.s. imperialism in puerto rico									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/7643.0520232585	Briggs	/ebooks/ebooks2/pda/2011-12-01/1/7643.0520232585		fulltext		University of California Press	monograph	2002		11					P
research methods for everyday life: blending qualitative and quantitative approaches		9780470343531							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12977.9780470389485	VanderStoep	/ebooks/ebooks2/pda/2011-12-01/1/12977.9780470389485		fulltext		Jossey-Bass	monograph	2009			1st ed.				P
researching race and ethnicity: methods, knowledge, and power		9780761972860							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15261.9780761972877	Gunaratnam	/ebooks/ebooks2/pda/2011-12-01/1/15261.9780761972877		fulltext		Sage Publications	monograph	2003							P
respiratory medicine									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11379.9781405106757	Bourke	/ebooks/ebooks2/pda/2011-12-01/1/11379.9781405106757		fulltext		Blackwell Pub.	monograph	2003			6th ed.				P
rethinking american history in a global age									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/7877.0520230582		/ebooks/ebooks2/pda/2011-12-01/1/7877.0520230582		fulltext		University of California Press	monograph	2002				Bender			P
revitalising communities in a globalising world: an empirical approach to ordinary hermeneutics		9780754644989							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11504.9780754683469		/ebooks/ebooks2/pda/2011-12-01/1/11504.9780754683469		fulltext		Ashgate	monograph	2007				Dominelli			P
ruminant physiology: digestion, metabolism, growth, and reproduction									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8195.0851994636		/ebooks/ebooks2/pda/2011-12-01/1/8195.0851994636		fulltext		CABI Pub.	monograph	2000				Cronjé			P
sacred gaze: religious visual culture in theory and practice		9780520925618							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8523.0520243064	Morgan	/ebooks/ebooks2/pda/2011-12-01/1/8523.0520243064		fulltext		University of California Press	monograph	2005							P
sas essentials: a guide to mastering sas for research		9780470461297							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14781.9780470552636	Elliott	/ebooks/ebooks2/pda/2011-12-01/1/14781.9780470552636		fulltext		Jossey-Bass	monograph	2010							P
security analysis: principles and technique		9780071592536							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12495.0071642935	Graham	/ebooks/ebooks2/pda/2011-12-01/1/12495.0071642935		fulltext		McGraw-Hill	monograph	2009			6th ed.				P
security for wireless ad hoc networks		9780471756880							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12995.9780470118467	Anjum	/ebooks/ebooks2/pda/2011-12-01/1/12995.9780470118467		fulltext		Wiley-Interscience	monograph	2007							P
sedimentary environments: processes, facies, and stratigraphy		9780632036271							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14076.9781444313697		/ebooks/ebooks2/pda/2011-12-01/1/14076.9781444313697		fulltext		Blackwell Science	monograph	1996			3rd ed.	Reading			P
self and relationships: connecting intrapersonal and interpersonal processes		9781593855321							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10549.159385532X		/ebooks/ebooks2/pda/2011-12-01/1/10549.159385532X		fulltext		Guilford Press	monograph	2006				Finkel			P
sexual health		9781405168311							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14691.9781444322576		/ebooks/ebooks2/pda/2011-12-01/1/14691.9781444322576		fulltext		Blackwell Pub.	monograph	2009				French			P
shattered past: reconstructing german histories		9780691059365							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14898.9781400825271	Jarausch	/ebooks/ebooks2/pda/2011-12-01/1/14898.9781400825271		fulltext		Princeton University Press	monograph	2003							P
sigmund freud		9781412932516							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8698.0761941096	Jacobs	/ebooks/ebooks2/pda/2011-12-01/1/8698.0761941096		fulltext		SAGE	monograph	2003			2nd ed.				P
silicon photonics: an introduction									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13567.9780470870358	Reed	/ebooks/ebooks2/pda/2011-12-01/1/13567.9780470870358		fulltext		John Wiley	monograph	2004							P
silicon photonics: the state of the art		9780470025796							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470994528	Reed	/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470994528		fulltext		Wiley	monograph	2008							P
sketching user experiences: getting the design right and the right design		9780123740373							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11149.9780123740373	Buxton	/ebooks/ebooks2/pda/2011-12-01/1/11149.9780123740373		fulltext		Elsevier/Morgan Kaufmann	monograph	2007							P
skilled facilitator fieldbook: tips, tools, and tested methods for consultants, facilitators, managers, trainers, and coaches									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13569.9780787979249	Schwarz	/ebooks/ebooks2/pda/2011-12-01/1/13569.9780787979249		fulltext		Jossey-Bass	monograph	2005			1st ed.				P
so what are you going to do with that?": finding careers outside academia		9780226038810							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12688.9780226038995	Basalla	/ebooks/ebooks2/pda/2011-12-01/1/12688.9780226038995		fulltext		University of Chicago Press	monograph	2007			Rev. ed.				P
social media marketing: an hour a day		9780470344026							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12668.9780470439319	Evans	/ebooks/ebooks2/pda/2011-12-01/1/12668.9780470439319		fulltext		Wiley	monograph	2008							P
